TransactionKey,TransactionID,DateKey,SenderAccountKey,ReceiverAccountKey,ChannelKey,CountryKey,Amount,SenderBalanceBefore,SenderBalanceAfter,IsSuspicious,SuspiciousRuleCode
677,TX0000677,2025-10-09,57,135,3,3,8071.16,25059.21,16988.05,0,
678,TX0000678,2025-02-16,14,44,1,2,7843.16,39673.4,31830.24,0,
679,TX0000679,2025-02-10,115,23,3,1,1375.2,12541.54,11166.34,0,
680,TX0000680,2025-12-31,102,106,3,1,12317.92,38416.1,26098.18,0,
681,TX0000681,2025-12-03,47,131,3,2,8835.54,19000.73,10165.19,0,
682,TX0000682,2025-12-24,52,9,1,3,15700.79,41277.13,25576.34,0,
683,TX0000683,2025-03-22,46,10,1,2,7258.83,40044.28,32785.45,0,
684,TX0000684,2025-04-13,106,94,3,1,13426.27,33758.27,20332.0,0,
685,TX0000685,2025-10-14,18,24,3,2,11036.89,47371.21,36334.32,0,
686,TX0000686,2025-08-21,92,74,2,3,4603.28,52759.83,48156.55,0,
687,TX0000687,2025-10-14,2,70,1,3,3583.19,28944.47,25361.28,0,
688,TX0000688,2025-05-12,79,91,3,3,18945.61,59112.43,40166.82,0,
689,TX0000689,2025-05-05,67,117,2,2,19324.5,47526.61,28202.11,0,
690,TX0000690,2025-07-15,121,8,3,1,9691.21,22656.42,12965.21,0,
691,TX0000691,2025-10-02,61,84,1,3,8307.28,26026.78,17719.5,0,
692,TX0000692,2025-06-25,71,66,1,3,5817.06,25823.7,20006.64,0,
693,TX0000693,2025-10-21,48,126,2,1,6346.07,17352.52,11006.45,0,
694,TX0000694,2025-05-04,51,132,2,1,14768.53,26588.11,11819.58,0,
695,TX0000695,2025-07-02,61,54,1,1,16715.32,58548.42,41833.1,0,
696,TX0000696,2025-11-11,31,21,1,3,13548.66,46753.52,33204.86,0,
697,TX0000697,2025-10-22,11,128,2,2,7486.81,23326.11,15839.3,0,
698,TX0000698,2025-10-23,49,135,1,1,5677.31,16859.74,11182.43,0,
699,TX0000699,2025-09-15,139,112,2,2,9618.57,36702.89,27084.32,0,
700,TX0000700,2025-08-24,47,121,2,3,19532.49,54474.89,34942.4,0,
701,TX0000701,2025-02-21,3,4,2,2,13514.65,32548.11,19033.46,0,
702,TX0000702,2025-08-30,70,50,3,2,11016.41,22949.65,11933.24,0,
703,TX0000703,2025-12-25,97,50,2,2,10025.52,20631.09,10605.57,0,
704,TX0000704,2025-10-22,106,75,3,1,9069.51,37682.85,28613.34,0,
705,TX0000705,2025-07-15,26,73,1,1,16101.34,43912.81,27811.47,0,
706,TX0000706,2025-09-13,40,126,1,3,16132.8,25045.5,8912.7,0,
707,TX0000707,2025-06-03,137,142,2,3,14439.15,53727.26,39288.11,0,
708,TX0000708,2025-04-21,13,105,2,2,2069.6,10320.36,8250.76,0,
709,TX0000709,2025-07-04,25,119,3,3,14917.41,27979.89,13062.48,0,
710,TX0000710,2025-12-14,69,92,3,1,494.72,6644.47,6149.75,0,
711,TX0000711,2025-06-16,143,47,3,3,19589.53,33891.51,14301.98,0,
712,TX0000712,2025-05-27,129,118,2,3,17803.69,36919.13,19115.44,0,
713,TX0000713,2025-08-04,39,45,3,3,12847.55,59283.03,46435.48,0,
714,TX0000714,2025-06-10,107,19,2,3,1674.33,18921.24,17246.91,0,
715,TX0000715,2025-08-16,78,72,2,3,12147.16,31980.38,19833.22,0,
716,TX0000716,2025-01-12,138,119,1,3,8338.38,17614.3,9275.92,0,
717,TX0000717,2025-02-10,63,67,1,1,18814.7,53879.48,35064.78,0,
718,TX0000718,2025-08-31,105,27,3,1,2001.52,48847.52,46846.0,0,
719,TX0000719,2025-02-23,7,105,2,3,10527.26,60328.35,49801.09,0,
720,TX0000720,2025-06-08,41,22,1,1,13131.17,57416.19,44285.02,0,
721,TX0000721,2025-03-29,76,117,1,1,12566.97,19217.7,6650.73,0,
722,TX0000722,2025-10-04,95,87,2,3,17298.4,40711.35,23412.95,0,
723,TX0000723,2025-04-01,117,36,3,3,19393.89,54305.27,34911.38,0,
724,TX0000724,2025-10-01,120,150,2,2,8756.05,40781.4,32025.35,0,
725,TX0000725,2025-06-07,128,144,2,2,4619.86,9188.61,4568.75,0,
726,TX0000726,2025-03-11,70,41,2,2,6141.1,6245.71,104.61,0,
727,TX0000727,2025-09-02,125,142,2,1,265.51,46377.72,46112.21,0,
728,TX0000728,2025-10-08,114,78,2,1,11980.37,51839.06,39858.69,0,
729,TX0000729,2025-11-27,109,149,2,2,8798.42,21368.24,12569.82,0,
730,TX0000730,2025-09-22,59,71,3,3,1676.27,32979.89,31303.62,0,
731,TX0000731,2025-05-18,73,76,2,1,13004.3,39648.32,26644.02,0,
732,TX0000732,2025-08-22,18,49,3,2,2818.82,8425.6,5606.78,0,
733,TX0000733,2025-01-26,73,130,3,1,3837.01,4904.84,1067.83,0,
734,TX0000734,2025-08-13,50,27,3,1,5714.08,12053.54,6339.46,0,
735,TX0000735,2025-06-25,62,24,2,2,3098.61,27828.23,24729.62,0,
736,TX0000736,2025-06-19,132,99,1,1,9327.32,48919.41,39592.09,0,
737,TX0000737,2025-08-29,15,72,1,1,15535.49,19197.59,3662.1,0,
738,TX0000738,2025-05-08,67,101,2,2,16582.22,22768.1,6185.88,0,
739,TX0000739,2025-02-18,66,9,3,3,4063.68,40856.29,36792.61,0,
740,TX0000740,2025-06-15,56,126,1,3,7843.55,55908.12,48064.57,0,
741,TX0000741,2025-11-23,11,146,2,1,10466.43,23206.74,12740.31,0,
742,TX0000742,2025-02-27,96,14,1,3,17286.79,28254.42,10967.63,0,
743,TX0000743,2025-10-27,115,87,1,2,399.85,40139.93,39740.08,0,
744,TX0000744,2025-12-20,65,3,2,3,19379.82,48475.56,29095.74,0,
745,TX0000745,2025-09-13,41,99,1,3,15438.86,27950.1,12511.24,0,
746,TX0000746,2025-12-26,90,16,3,1,1289.53,33553.82,32264.29,0,
747,TX0000747,2025-11-27,34,129,2,2,4730.23,53815.85,49085.62,0,
748,TX0000748,2025-03-10,52,6,2,1,13816.07,31788.63,17972.56,0,
749,TX0000749,2025-09-08,129,116,1,3,11224.59,38407.02,27182.43,0,
750,TX0000750,2025-05-21,50,145,3,3,7018.53,43665.41,36646.88,0,
751,TX0000751,2025-05-15,44,18,3,2,10669.63,33193.9,22524.27,0,
752,TX0000752,2025-04-05,120,1,1,3,15540.77,40888.06,25347.29,0,
753,TX0000753,2025-10-03,97,64,2,1,6481.81,9742.56,3260.75,0,
754,TX0000754,2025-05-25,139,132,2,2,15338.11,23129.27,7791.16,0,
755,TX0000755,2025-01-23,86,29,1,1,2015.5,34994.16,32978.66,0,
756,TX0000756,2025-01-17,9,54,3,3,2230.4,11892.07,9661.67,0,
757,TX0000757,2025-05-12,103,130,1,2,10563.85,45659.42,35095.57,0,
758,TX0000758,2025-12-02,59,19,2,1,360.41,46420.07,46059.66,0,
759,TX0000759,2025-08-01,124,16,2,3,7282.43,44481.95,37199.52,0,
760,TX0000760,2025-06-05,15,72,1,1,10627.51,47369.1,36741.59,0,
761,TX0000761,2025-07-17,137,25,1,1,2114.38,13742.18,11627.8,0,
762,TX0000762,2025-10-13,139,66,3,3,11443.55,58823.97,47380.42,0,
763,TX0000763,2025-12-12,110,28,2,3,15349.04,44219.57,28870.53,0,
764,TX0000764,2025-07-25,113,27,3,2,3419.51,12521.3,9101.79,0,
765,TX0000765,2025-06-30,42,142,2,3,19968.83,42175.14,22206.31,0,
766,TX0000766,2025-06-15,87,99,3,1,8305.63,40004.35,31698.72,0,
767,TX0000767,2025-05-11,150,145,2,2,4357.17,42666.01,38308.84,0,
768,TX0000768,2025-05-26,118,105,3,1,103.89,1933.57,1829.68,0,
769,TX0000769,2025-06-03,137,36,1,1,19868.9,35030.8,15161.9,0,
770,TX0000770,2025-05-22,84,6,3,3,15453.31,62626.37,47173.06,0,
771,TX0000771,2025-03-21,148,41,1,2,1976.31,25048.76,23072.45,0,
772,TX0000772,2025-02-17,97,66,3,2,4736.58,45309.18,40572.6,0,
773,TX0000773,2025-03-30,58,20,2,3,14499.25,54165.17,39665.92,0,
774,TX0000774,2025-07-15,25,80,1,1,843.69,41279.91,40436.22,0,
775,TX0000775,2025-03-03,89,93,1,3,17607.87,39379.66,21771.79,0,
776,TX0000776,2025-06-13,3,101,3,3,1177.15,27443.88,26266.73,0,
777,TX0000777,2025-01-26,40,87,3,3,10097.79,21215.57,11117.78,0,
778,TX0000778,2025-02-16,104,118,1,2,15081.52,43886.74,28805.22,0,
779,TX0000779,2025-09-01,78,104,3,3,3045.45,19920.24,16874.79,0,
780,TX0000780,2025-09-14,13,146,2,3,8043.91,12389.35,4345.44,0,
781,TX0000781,2025-07-22,35,36,3,3,9670.36,19655.98,9985.62,0,
782,TX0000782,2025-05-07,53,149,1,1,12358.34,49168.16,36809.82,0,
783,TX0000783,2025-02-15,72,114,1,3,6535.89,52750.38,46214.49,0,
784,TX0000784,2025-06-26,109,112,3,3,7368.83,16974.27,9605.44,0,
785,TX0000785,2025-08-15,7,82,3,1,3468.18,21019.03,17550.85,0,
786,TX0000786,2025-12-17,116,12,2,1,18491.84,30242.97,11751.13,0,
787,TX0000787,2025-11-14,22,29,1,2,14817.67,27045.78,12228.11,0,
788,TX0000788,2025-08-19,4,91,2,1,13906.52,19559.29,5652.77,0,
789,TX0000789,2025-10-07,88,56,3,2,14826.26,25498.84,10672.58,0,
790,TX0000790,2025-12-22,146,128,3,3,12498.54,62114.42,49615.88,0,
791,TX0000791,2025-01-23,5,100,2,1,11701.8,44911.86,33210.06,0,
792,TX0000792,2025-05-19,16,76,1,2,4093.85,38950.53,34856.68,0,
793,TX0000793,2025-12-04,3,18,2,1,7834.04,21472.43,13638.39,0,
794,TX0000794,2025-04-29,5,78,2,3,17361.47,49867.09,32505.62,0,
795,TX0000795,2025-02-15,26,84,1,1,9744.78,39640.39,29895.61,0,
796,TX0000796,2025-01-21,133,121,1,3,11257.68,46909.89,35652.21,0,
797,TX0000797,2025-01-10,82,89,2,3,9849.66,47094.76,37245.1,0,
798,TX0000798,2025-09-14,94,81,2,1,4800.47,53714.86,48914.39,0,
799,TX0000799,2025-01-16,69,103,3,2,17819.0,58580.45,40761.45,0,
800,TX0000800,2025-03-12,60,40,1,3,6901.54,26604.59,19703.05,0,
801,TX0000801,2025-11-17,101,138,3,1,19216.05,49877.22,30661.17,0,
802,TX0000802,2025-06-09,110,64,3,2,11500.68,32881.28,21380.6,0,
803,TX0000803,2025-10-25,118,144,3,3,2722.27,35380.66,32658.39,0,
804,TX0000804,2025-09-26,54,37,1,2,6249.07,41535.38,35286.31,0,
805,TX0000805,2025-10-13,39,150,3,3,18350.53,34293.59,15943.06,0,
806,TX0000806,2025-01-16,31,50,2,2,6420.19,50414.13,43993.94,0,
807,TX0000807,2025-11-23,109,81,3,2,8915.79,55610.84,46695.05,0,
808,TX0000808,2025-11-10,40,51,3,2,2224.75,11543.6,9318.85,0,
809,TX0000809,2025-09-02,62,7,1,3,7249.3,41687.55,34438.25,0,
810,TX0000810,2025-08-31,125,99,1,1,3761.13,23195.4,19434.27,0,
811,TX0000811,2025-01-08,52,60,2,2,741.37,38991.86,38250.49,0,
812,TX0000812,2025-08-13,59,54,3,2,15179.75,18579.95,3400.2,0,
813,TX0000813,2025-01-22,87,121,3,3,17762.98,39198.01,21435.03,0,
814,TX0000814,2025-10-20,101,84,3,3,7943.6,54906.64,46963.04,0,
815,TX0000815,2025-01-22,139,10,1,3,10460.92,33096.24,22635.32,0,
816,TX0000816,2025-07-18,143,105,3,3,19678.23,21736.89,2058.66,0,
817,TX0000817,2025-06-05,13,51,2,2,5894.47,25856.66,19962.19,0,
818,TX0000818,2025-12-20,45,112,3,1,5958.95,51918.69,45959.74,0,
819,TX0000819,2025-04-03,123,119,3,3,1899.77,26982.59,25082.82,0,
820,TX0000820,2025-01-13,145,36,1,2,7922.03,24162.73,16240.7,0,
821,TX0000821,2025-11-29,54,120,3,1,1894.58,18165.91,16271.33,0,
822,TX0000822,2025-07-05,32,24,1,3,2371.88,24896.86,22524.98,0,
823,TX0000823,2025-10-09,102,135,2,1,12280.24,20359.23,8078.99,0,
824,TX0000824,2025-03-18,46,89,1,1,11353.28,44363.84,33010.56,0,
825,TX0000825,2025-08-17,48,14,2,3,8449.68,23994.64,15544.96,0,
826,TX0000826,2025-01-02,49,31,3,2,17980.98,66006.63,48025.65,0,
827,TX0000827,2025-01-03,4,121,3,2,10002.79,34985.04,24982.25,0,
828,TX0000828,2025-07-29,63,58,2,1,11818.36,35656.39,23838.03,0,
829,TX0000829,2025-11-18,2,65,3,1,17655.14,31632.98,13977.84,0,
830,TX0000830,2025-01-19,13,50,1,1,3050.3,35748.82,32698.52,0,
831,TX0000831,2025-08-02,80,88,1,1,18415.66,20962.33,2546.67,0,
832,TX0000832,2025-10-24,76,149,2,1,3630.64,26452.0,22821.36,0,
833,TX0000833,2025-02-04,24,80,2,3,6524.15,51410.89,44886.74,0,
834,TX0000834,2025-05-21,17,78,2,3,9469.26,15658.22,6188.96,0,
835,TX0000835,2025-01-30,109,139,1,3,4275.92,14807.56,10531.64,0,
836,TX0000836,2025-12-28,140,23,2,2,9724.89,44188.74,34463.85,0,
837,TX0000837,2025-07-01,85,70,1,3,10555.29,60307.0,49751.71,0,
838,TX0000838,2025-09-10,150,132,1,3,10442.15,42071.84,31629.69,0,
839,TX0000839,2025-01-13,62,78,2,3,19587.23,19766.12,178.89,0,
840,TX0000840,2025-07-31,31,56,1,2,16011.33,65960.78,49949.45,0,
841,TX0000841,2025-11-24,93,149,1,3,16140.27,26835.93,10695.66,0,
842,TX0000842,2025-09-17,76,69,3,2,15824.89,31282.74,15457.85,0,
843,TX0000843,2025-10-19,2,30,3,1,13748.13,30882.07,17133.94,0,
844,TX0000844,2025-12-11,47,52,2,2,6677.25,23640.3,16963.05,0,
845,TX0000845,2025-10-02,10,36,2,2,9681.76,41079.06,31397.3,0,
846,TX0000846,2025-12-14,109,15,2,3,16718.6,31755.85,15037.25,0,
847,TX0000847,2025-07-01,143,5,1,1,4244.42,38550.54,34306.12,0,
848,TX0000848,2025-10-01,75,8,1,3,6849.13,25673.64,18824.51,0,
849,TX0000849,2025-06-07,103,50,3,2,11944.32,55187.55,43243.23,0,
850,TX0000850,2025-05-02,9,73,2,2,8336.0,33239.02,24903.02,0,
851,TX0000851,2025-07-11,81,58,1,1,10549.5,19382.64,8833.14,0,
852,TX0000852,2025-09-14,24,117,1,1,10169.29,50140.65,39971.36,0,
853,TX0000853,2025-06-17,91,128,1,1,14675.58,40904.62,26229.04,0,
854,TX0000854,2025-07-18,137,35,3,3,4183.22,6107.19,1923.97,0,
855,TX0000855,2025-11-01,30,2,1,2,6288.53,8585.63,2297.1,0,
856,TX0000856,2025-06-09,124,12,1,3,2151.75,40484.14,38332.39,0,
857,TX0000857,2025-05-22,83,56,3,2,6485.52,16193.55,9708.03,0,
858,TX0000858,2025-02-28,116,31,1,3,5525.82,13484.87,7959.05,0,
859,TX0000859,2025-10-09,149,136,2,2,2137.27,29309.45,27172.18,0,
860,TX0000860,2025-06-09,38,76,3,2,11524.25,20170.87,8646.62,0,
861,TX0000861,2025-12-12,144,117,1,1,1109.45,2656.19,1546.74,0,
862,TX0000862,2025-12-27,102,14,3,3,1813.78,21470.43,19656.65,0,
863,TX0000863,2025-12-10,118,95,3,1,6317.57,47207.92,40890.35,0,
864,TX0000864,2025-12-24,124,35,2,1,1949.03,42086.32,40137.29,0,
865,TX0000865,2025-08-27,120,83,2,1,13721.11,49260.88,35539.77,0,
866,TX0000866,2025-07-06,60,38,2,1,17235.82,48121.23,30885.41,0,
867,TX0000867,2025-09-01,88,87,1,2,9120.33,10730.51,1610.18,0,
868,TX0000868,2025-06-28,127,123,3,3,16930.75,31115.39,14184.64,0,
869,TX0000869,2025-02-24,34,135,2,3,2148.35,43044.24,40895.89,0,
870,TX0000870,2025-07-31,19,81,1,3,10701.64,30802.38,20100.74,0,
871,TX0000871,2025-02-03,65,146,2,1,3264.5,27435.0,24170.5,0,
872,TX0000872,2025-12-22,114,115,1,1,11387.5,28563.32,17175.82,0,
873,TX0000873,2025-06-16,20,129,3,1,2375.02,32219.19,29844.17,0,
874,TX0000874,2025-11-03,117,48,1,3,6229.91,26579.02,20349.11,0,
875,TX0000875,2025-02-16,101,87,1,1,9936.47,42978.69,33042.22,0,
876,TX0000876,2025-05-30,1,39,2,3,13251.54,35954.96,22703.42,0,
877,TX0000877,2025-06-03,118,53,3,3,4192.67,48076.2,43883.53,0,
878,TX0000878,2025-02-15,81,115,3,1,14384.05,60148.43,45764.38,0,
879,TX0000879,2025-02-01,135,107,2,3,16967.97,59607.98,42640.01,0,
880,TX0000880,2025-07-03,14,1,1,2,14096.75,55152.34,41055.59,0,
881,TX0000881,2025-11-17,8,63,2,3,8691.14,38240.32,29549.18,0,
882,TX0000882,2025-12-06,101,107,1,2,7693.14,34994.57,27301.43,0,
883,TX0000883,2025-07-04,37,51,2,1,11152.89,53334.94,42182.05,0,
884,TX0000884,2025-01-09,77,34,1,3,2772.12,6452.25,3680.13,0,
885,TX0000885,2025-03-12,129,115,3,2,19502.0,26377.21,6875.21,0,
886,TX0000886,2025-08-06,120,112,3,2,12502.64,35276.92,22774.28,0,
887,TX0000887,2025-01-04,102,94,3,2,4592.24,25888.36,21296.12,0,
888,TX0000888,2025-10-23,63,133,2,1,5458.08,51793.65,46335.57,0,
889,TX0000889,2025-09-04,10,128,3,1,14127.16,19874.06,5746.9,0,
890,TX0000890,2025-05-24,38,139,2,3,19673.22,68858.27,49185.05,0,
891,TX0000891,2025-08-30,21,138,3,3,17809.32,22322.79,4513.47,0,
892,TX0000892,2025-01-28,20,144,2,3,15982.15,31675.89,15693.74,0,
893,TX0000893,2025-10-21,3,125,3,2,9135.29,54447.44,45312.15,0,
894,TX0000894,2025-05-29,111,94,1,1,19215.57,59146.91,39931.34,0,
895,TX0000895,2025-10-24,81,150,1,3,5282.82,36784.89,31502.07,0,
896,TX0000896,2025-05-27,14,78,2,1,16197.03,47450.45,31253.42,0,
897,TX0000897,2025-05-10,34,134,1,3,1629.56,40839.32,39209.76,0,
898,TX0000898,2025-02-27,75,74,3,1,17171.38,17980.11,808.73,0,
899,TX0000899,2025-12-25,40,118,1,2,7458.36,16310.79,8852.43,0,
900,TX0000900,2025-02-13,49,140,1,3,17254.09,34462.2,17208.11,0,
901,TX0000901,2025-07-16,41,131,1,3,15079.95,35786.05,20706.1,0,
902,TX0000902,2025-06-26,116,45,1,3,4296.05,41040.67,36744.62,0,
903,TX0000903,2025-09-01,71,30,2,2,1145.21,24399.55,23254.34,0,
904,TX0000904,2025-08-31,142,62,2,1,7658.04,42967.87,35309.83,0,
905,TX0000905,2025-08-18,140,115,2,3,336.07,46704.47,46368.4,0,
906,TX0000906,2025-09-30,84,140,3,2,13689.24,15836.02,2146.78,0,
907,TX0000907,2025-02-20,114,73,2,3,6765.85,20193.53,13427.68,0,
908,TX0000908,2025-12-11,104,123,3,1,15485.71,52965.35,37479.64,0,
909,TX0000909,2025-06-10,138,90,3,1,13586.59,63248.01,49661.42,0,
910,TX0000910,2025-02-23,3,18,3,2,338.03,5313.2,4975.17,0,
911,TX0000911,2025-01-18,93,59,1,3,14532.49,27202.11,12669.62,0,
912,TX0000912,2025-04-22,24,15,3,3,18776.26,51640.88,32864.62,0,
913,TX0000913,2025-07-12,32,31,3,3,1819.09,32092.91,30273.82,0,
914,TX0000914,2025-05-10,150,50,2,2,17930.43,52743.55,34813.12,0,
915,TX0000915,2025-08-07,20,120,3,3,18461.64,32353.18,13891.54,0,
916,TX0000916,2025-02-01,86,69,2,2,3323.12,7115.57,3792.45,0,
917,TX0000917,2025-04-02,89,16,2,1,5238.95,45897.71,40658.76,0,
918,TX0000918,2025-09-09,130,54,1,1,12245.01,21249.27,9004.26,0,
919,TX0000919,2025-08-15,144,114,3,2,4445.89,36648.46,32202.57,0,
920,TX0000920,2025-05-09,27,9,2,1,1551.1,30161.19,28610.09,0,
921,TX0000921,2025-01-20,132,40,3,2,13092.02,13235.32,143.3,0,
922,TX0000922,2025-10-22,72,40,1,3,14031.1,59271.52,45240.42,0,
923,TX0000923,2025-02-05,130,127,3,1,8777.55,50995.6,42218.05,0,
924,TX0000924,2025-09-04,1,102,1,3,19087.69,60004.73,40917.04,0,
925,TX0000925,2025-01-29,143,95,3,3,6735.45,21946.57,15211.12,0,
926,TX0000926,2025-02-11,24,97,2,2,10739.06,58789.24,48050.18,0,
927,TX0000927,2025-12-05,54,48,1,2,11134.06,59512.96,48378.9,0,
928,TX0000928,2025-02-13,103,28,3,2,12649.28,30676.41,18027.13,0,
929,TX0000929,2025-10-31,51,37,1,2,810.4,2176.09,1365.69,0,
930,TX0000930,2025-09-13,103,17,3,2,15875.51,48081.55,32206.04,0,
931,TX0000931,2025-01-22,5,10,2,1,6851.77,23803.93,16952.16,0,
932,TX0000932,2025-10-02,57,138,1,3,9221.57,43157.65,33936.08,0,
933,TX0000933,2025-12-01,62,19,1,2,833.87,7999.23,7165.36,0,
934,TX0000934,2025-03-30,12,65,3,1,14055.81,20669.64,6613.83,0,
935,TX0000935,2025-10-30,82,25,1,1,9178.07,17795.47,8617.4,0,
936,TX0000936,2025-02-02,30,132,1,2,11940.05,42759.91,30819.86,0,
937,TX0000937,2025-10-22,90,106,3,1,6552.28,55347.36,48795.08,0,
938,TX0000938,2025-06-21,86,57,1,1,15308.13,45003.08,29694.95,0,
939,TX0000939,2025-07-09,74,38,3,1,15175.25,23660.99,8485.74,0,
940,TX0000940,2025-02-21,116,65,3,3,18520.94,20651.81,2130.87,0,
941,TX0000941,2025-01-04,100,42,1,1,411.04,24810.72,24399.68,0,
942,TX0000942,2025-09-01,23,76,3,1,8382.82,48772.67,40389.85,0,
943,TX0000943,2025-07-30,55,38,1,1,12832.53,39034.56,26202.03,0,
944,TX0000944,2025-02-15,10,49,3,2,14372.26,45013.55,30641.29,0,
945,TX0000945,2025-03-02,93,111,3,1,190.94,12049.33,11858.39,0,
946,TX0000946,2025-11-17,96,144,3,1,10200.06,33464.44,23264.38,0,
947,TX0000947,2025-12-17,74,14,2,2,3955.01,43806.0,39850.99,0,
948,TX0000948,2025-11-27,48,42,2,2,13435.84,15687.31,2251.47,0,
949,TX0000949,2025-08-21,56,115,1,1,5102.5,35981.79,30879.29,0,
950,TX0000950,2025-09-06,14,143,3,1,3600.16,42896.21,39296.05,0,
951,TX0000951,2025-06-16,19,63,2,1,14455.92,44131.98,29676.06,0,
952,TX0000952,2025-02-20,87,61,1,3,15601.61,31975.61,16374.0,0,
953,TX0000953,2025-08-30,109,54,3,2,7573.09,18684.16,11111.07,0,
954,TX0000954,2025-08-21,14,115,1,2,2984.33,49385.9,46401.57,0,
955,TX0000955,2025-07-03,99,36,2,1,9209.03,18997.36,9788.33,0,
956,TX0000956,2025-05-24,89,34,1,1,738.68,29215.11,28476.43,0,
957,TX0000957,2025-04-23,124,121,2,3,8422.65,46463.6,38040.95,0,
958,TX0000958,2025-04-28,42,46,1,2,11604.62,39287.13,27682.51,0,
959,TX0000959,2025-08-31,138,130,2,2,17257.76,28158.25,10900.49,0,
960,TX0000960,2025-06-17,4,113,2,3,14749.96,27158.0,12408.04,0,
961,TX0000961,2025-08-02,59,40,1,1,18283.72,63206.48,44922.76,0,
962,TX0000962,2025-09-03,125,134,3,1,769.05,27372.02,26602.97,0,
963,TX0000963,2025-01-07,119,131,3,3,4886.18,32854.68,27968.5,0,
964,TX0000964,2025-11-28,108,58,1,1,2740.97,17600.91,14859.94,0,
965,TX0000965,2025-10-20,127,82,3,3,3319.88,26338.09,23018.21,0,
966,TX0000966,2025-12-27,7,120,2,1,9328.84,16346.17,7017.33,0,
967,TX0000967,2025-11-18,98,123,1,2,14107.65,14275.7,168.05,0,
968,TX0000968,2025-05-19,89,140,3,3,751.01,22103.53,21352.52,0,
969,TX0000969,2025-06-21,144,56,3,1,15775.07,19914.93,4139.86,0,
970,TX0000970,2025-07-07,136,97,2,3,17770.76,23407.99,5637.23,0,
971,TX0000971,2025-07-07,11,141,1,1,128870.33,156853.97,27983.64,1,MULE_RECEIVE
972,TX0000972,2025-07-07,141,149,3,6,128870.33,128870.33,0.0,1,MULE_SEND_ZERO_BAL
973,TX0000973,2025-06-21,55,122,2,1,157384.72,163151.25,5766.53,1,MULE_RECEIVE
974,TX0000974,2025-06-21,122,56,3,6,157384.72,157384.72,0.0,1,MULE_SEND_ZERO_BAL
975,TX0000975,2025-06-30,60,141,2,1,454069.87,479297.81,25227.94,1,MULE_RECEIVE
976,TX0000976,2025-06-30,141,74,3,4,454069.87,454069.87,0.0,1,MULE_SEND_ZERO_BAL
977,TX0000977,2025-06-26,17,141,1,1,253584.79,278707.15,25122.36,1,MULE_RECEIVE
978,TX0000978,2025-06-26,141,125,3,6,253584.79,253584.79,0.0,1,MULE_SEND_ZERO_BAL
979,TX0000979,2025-05-30,142,68,3,1,253390.27,271860.75,18470.48,1,MULE_RECEIVE
980,TX0000980,2025-05-30,68,17,3,4,253390.27,253390.27,0.0,1,MULE_SEND_ZERO_BAL
981,TX0000981,2025-02-11,121,33,1,1,225807.13,234829.84,9022.71,1,MULE_RECEIVE
982,TX0000982,2025-02-11,33,28,3,4,225807.13,225807.13,0.0,1,MULE_SEND_ZERO_BAL
983,TX0000983,2025-12-23,74,33,1,1,116579.32,124189.17,7609.85,1,MULE_RECEIVE
984,TX0000984,2025-12-23,33,138,3,6,116579.32,116579.32,0.0,1,MULE_SEND_ZERO_BAL
985,TX0000985,2025-08-02,6,141,1,1,486308.57,513426.17,27117.6,1,MULE_RECEIVE
986,TX0000986,2025-08-02,141,126,3,5,486308.57,486308.57,0.0,1,MULE_SEND_ZERO_BAL
987,TX0000987,2025-11-27,111,43,1,1,59667.03,69201.16,9534.13,1,MULE_RECEIVE
988,TX0000988,2025-11-27,43,62,3,6,59667.03,59667.03,0.0,1,MULE_SEND_ZERO_BAL
989,TX0000989,2025-10-24,89,43,2,1,204256.62,236594.58,32337.96,1,MULE_RECEIVE
990,TX0000990,2025-10-24,43,129,3,6,204256.62,204256.62,0.0,1,MULE_SEND_ZERO_BAL
991,TX0000991,2025-08-16,140,68,2,1,256103.19,284509.05,28405.86,1,MULE_RECEIVE
992,TX0000992,2025-08-16,68,46,3,5,256103.19,256103.19,0.0,1,MULE_SEND_ZERO_BAL
993,TX0000993,2025-07-10,61,43,1,1,486825.82,525336.33,38510.51,1,MULE_RECEIVE
994,TX0000994,2025-07-10,43,39,3,5,486825.82,486825.82,0.0,1,MULE_SEND_ZERO_BAL
995,TX0000995,2025-03-27,76,43,3,1,328383.6,336507.02,8123.42,1,MULE_RECEIVE
996,TX0000996,2025-03-27,43,77,3,4,328383.6,328383.6,0.0,1,MULE_SEND_ZERO_BAL
997,TX0000997,2025-03-24,47,122,2,1,157057.4,159210.86,2153.46,1,MULE_RECEIVE
998,TX0000998,2025-03-24,122,34,3,5,157057.4,157057.4,0.0,1,MULE_SEND_ZERO_BAL
999,TX0000999,2025-04-05,70,141,3,1,142319.91,177705.92,35386.01,1,MULE_RECEIVE
1000,TX0001000,2025-04-05,141,85,3,5,142319.91,142319.91,0.0,1,MULE_SEND_ZERO_BAL
